"siteid","sitename","sitedescription","indigName","indigID","indigSlug"
"6222","Bloomfield","","Illinois","34174","illinois"
"6223","Fairmount","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6223","Fairmount","","Miami","34835","miami-2"
"6223","Fairmount","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6223","Fairmount","","Illinois","34174","illinois"
"6224","Chicago/Burlington/Quincy RR","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6224","Chicago/Burlington/Quincy RR","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6224","Chicago/Burlington/Quincy RR","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6224","Chicago/Burlington/Quincy RR","","Illinois","34174","illinois"
"6225","National Tube Company","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6225","National Tube Company","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6225","National Tube Company","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6225","National Tube Company","","Illinois","34174","illinois"
"6226","Penny's Slough","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6226","Penny's Slough","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6226","Penny's Slough","","Hooc<U+0105>k (Ho-Chunk)","34758","ho-chunk"
"6226","Penny's Slough","","Illinois","34174","illinois"
"6227","Alton","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6227","Alton","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6227","Alton","","Illinois","34174","illinois"
"6228","Arnold Farm","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6228","Arnold Farm","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6228","Arnold Farm","","Illinois","34174","illinois"
"6229","Peter's Cave [24BI-1]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6229","Peter's Cave [24BI-1]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6229","Peter's Cave [24BI-1]","","Illinois","34174","illinois"
"6230","Kingfish","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6230","Kingfish","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6230","Kingfish","","Illinois","34174","illinois"
"6231","Koster","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6231","Koster","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6231","Koster","","Illinois","34174","illinois"
"6232","Chalk Bluff Rockshelter","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6232","Chalk Bluff Rockshelter","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6232","Chalk Bluff Rockshelter","","Illinois","34174","illinois"
"6233","Orendorf [11F1284]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6233","Orendorf [11F1284]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6233","Orendorf [11F1284]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6233","Orendorf [11F1284]","","Illinois","34174","illinois"
"6234","Putney Landing [11HE3]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6234","Putney Landing [11HE3]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6234","Putney Landing [11HE3]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6234","Putney Landing [11HE3]","","Illinois","34174","illinois"
"6235","SIUC 24B4-181","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6235","SIUC 24B4-181","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6235","SIUC 24B4-181","","Illinois","34174","illinois"
"6235","SIUC 24B4-181","","Mobilian Jargon","32577","mobilian-jargon"
"6236","SIUC 24B4-262","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6236","SIUC 24B4-262","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6236","SIUC 24B4-262","","Illinois","34174","illinois"
"6236","SIUC 24B4-262","","Mobilian Jargon","32577","mobilian-jargon"
"6237","SIUC 24B4-187","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6237","SIUC 24B4-187","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6237","SIUC 24B4-187","","Illinois","34174","illinois"
"6237","SIUC 24B4-187","","Mobilian Jargon","32577","mobilian-jargon"
"6238","SIUC 24B4-183","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6238","SIUC 24B4-183","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6238","SIUC 24B4-183","","Illinois","34174","illinois"
"6238","SIUC 24B4-183","","Mobilian Jargon","32577","mobilian-jargon"
"6239","Weaver","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6239","Weaver","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6239","Weaver","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6239","Weaver","","Illinois","34174","illinois"
"6241","Schild","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6241","Schild","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6241","Schild","","Illinois","34174","illinois"
"6242","Scovill [11F106]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6242","Scovill [11F106]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6242","Scovill [11F106]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6242","Scovill [11F106]","","Illinois","34174","illinois"
"6243","Plum Island [11LS2]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6243","Plum Island [11LS2]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6243","Plum Island [11LS2]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6243","Plum Island [11LS2]","","Illinois","34174","illinois"
"6244","Holdener","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6244","Holdener","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6244","Holdener","","Illinois","34174","illinois"
"6245","Dohack [11S642]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6245","Dohack [11S642]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6245","Dohack [11S642]","","Illinois","34174","illinois"
"6246","Go-Kart [11MO552]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6246","Go-Kart [11MO552]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6246","Go-Kart [11MO552]","","Illinois","34174","illinois"
"6247","Dryoff","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6247","Dryoff","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6247","Dryoff","","Illinois","34174","illinois"
"6248","BBB Motor [11MS595]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6248","BBB Motor [11MS595]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6248","BBB Motor [11MS595]","","Illinois","34174","illinois"
"6249","Alpha #1/Alpha #7 [11S632/638]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6249","Alpha #1/Alpha #7 [11S632/638]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6249","Alpha #1/Alpha #7 [11S632/638]","","Illinois","34174","illinois"
"6250","Steinberg [11S653]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6250","Steinberg [11S653]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6250","Steinberg [11S653]","","Illinois","34174","illinois"
"6251","Columbia Quarry [11S629]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6251","Columbia Quarry [11S629]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6251","Columbia Quarry [11S629]","","Illinois","34174","illinois"
"6252","Cramer #2 [11S699]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6252","Cramer #2 [11S699]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6252","Cramer #2 [11S699]","","Illinois","34174","illinois"
"6253","Columbia Farm [11MO661]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6253","Columbia Farm [11MO661]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6253","Columbia Farm [11MO661]","","Illinois","34174","illinois"
"6254","Fish Lake [11MO608]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6254","Fish Lake [11MO608]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6254","Fish Lake [11MO608]","","Illinois","34174","illinois"
"6255","Lohmann [11S49]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6255","Lohmann [11S49]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6255","Lohmann [11S49]","","Illinois","34174","illinois"
"6256","Carbon Monoxide [11MO593]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6256","Carbon Monoxide [11MO593]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6256","Carbon Monoxide [11MO593]","","Illinois","34174","illinois"
"6257","Truck #7 [11MO5525]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6257","Truck #7 [11MO5525]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6257","Truck #7 [11MO5525]","","Illinois","34174","illinois"
"6258","Florence Street [11S458]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6258","Florence Street [11S458]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6258","Florence Street [11S458]","","Illinois","34174","illinois"
"6259","George Reeves [11S650]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6259","George Reeves [11S650]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6259","George Reeves [11S650]","","Illinois","34174","illinois"
"6260","Range Community I","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6260","Range Community I","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6260","Range Community I","","Illinois","34174","illinois"
"6261","Range","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6261","Range","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6261","Range","","Illinois","34174","illinois"
"6262","Stilwell","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6262","Stilwell","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6262","Stilwell","","Illinois","34174","illinois"
"6263","Irving","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6263","Irving","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6263","Irving","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6263","Irving","","Illinois","34174","illinois"
"6264","Busch Estate","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6264","Busch Estate","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6264","Busch Estate","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6264","Busch Estate","","Illinois","34174","illinois"
"6265","Kingston Lake [Kingston Kitchen]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6265","Kingston Lake [Kingston Kitchen]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6265","Kingston Lake [Kingston Kitchen]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6265","Kingston Lake [Kingston Kitchen]","","Illinois","34174","illinois"
"6266","Elizabeth Mounds","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6266","Elizabeth Mounds","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6266","Elizabeth Mounds","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6266","Elizabeth Mounds","","Illinois","34174","illinois"
"6267","Renchville Mound","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6267","Renchville Mound","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6267","Renchville Mound","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6267","Renchville Mound","","Illinois","34174","illinois"
"6268","Robinson's Lake","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6268","Robinson's Lake","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6268","Robinson's Lake","","Illinois","34174","illinois"
"6269","Missouri Pacific #2 [11S46]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6269","Missouri Pacific #2 [11S46]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6269","Missouri Pacific #2 [11S46]","","Illinois","34174","illinois"
"6270","Kane Village","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6270","Kane Village","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6270","Kane Village","","Illinois","34174","illinois"
"6271","Havana Village Group","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6271","Havana Village Group","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6271","Havana Village Group","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6271","Havana Village Group","","Illinois","34174","illinois"
"6273","Waterman","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6273","Waterman","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6273","Waterman","","Illinois","34174","illinois"
"6274","Utica Mound Group","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6274","Utica Mound Group","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6274","Utica Mound Group","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6274","Utica Mound Group","","Illinois","34174","illinois"
"6275","Frederick [11SC11]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6275","Frederick [11SC11]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6275","Frederick [11SC11]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6275","Frederick [11SC11]","","Illinois","34174","illinois"
"6276","Coon Dog [11SA86]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6276","Coon Dog [11SA86]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6276","Coon Dog [11SA86]","","Illinois","34174","illinois"
"6276","Coon Dog [11SA86]","","Mobilian Jargon","32577","mobilian-jargon"
"6277","Slope Head [11SA88]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6277","Slope Head [11SA88]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6277","Slope Head [11SA88]","","Illinois","34174","illinois"
"6277","Slope Head [11SA88]","","Mobilian Jargon","32577","mobilian-jargon"
"6278","Yokem","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6278","Yokem","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6278","Yokem","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6278","Yokem","","Illinois","34174","illinois"
"6279","Mossville","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6279","Mossville","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6279","Mossville","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6279","Mossville","","Illinois","34174","illinois"
"6280","Dickison Mound 478","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6280","Dickison Mound 478","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6280","Dickison Mound 478","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6280","Dickison Mound 478","","Illinois","34174","illinois"
"6281","Black Earth [11SA87]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6281","Black Earth [11SA87]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6281","Black Earth [11SA87]","","Illinois","34174","illinois"
"6281","Black Earth [11SA87]","","Mobilian Jargon","32577","mobilian-jargon"
"6282","Napoleon Hollow [11PK500]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6282","Napoleon Hollow [11PK500]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6282","Napoleon Hollow [11PK500]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6282","Napoleon Hollow [11PK500]","","Illinois","34174","illinois"
"6283","Hill Creek Homestead","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6283","Hill Creek Homestead","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6283","Hill Creek Homestead","","Illinois","34174","illinois"
"6284","Burkemper [23LN104]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6284","Burkemper [23LN104]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6284","Burkemper [23LN104]","","Illinois","34174","illinois"
"6285","Kruse Bluffbase #3","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6285","Kruse Bluffbase #3","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6285","Kruse Bluffbase #3","","Illinois","34174","illinois"
"6286","Fitzgibbons","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6286","Fitzgibbons","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6286","Fitzgibbons","","Shawnee","34408","shawnee-2"
"6286","Fitzgibbons","","Illinois","34174","illinois"
"6286","Fitzgibbons","","Mobilian Jargon","32577","mobilian-jargon"
"6287","Marty Coolidge [21CL-18]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6287","Marty Coolidge [21CL-18]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6287","Marty Coolidge [21CL-18]","","Illinois","34174","illinois"
"6288","Rench [11P4]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6288","Rench [11P4]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6288","Rench [11P4]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6288","Rench [11P4]","","Illinois","34174","illinois"
"6289","Grammer Rockshelter [24B3-59]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6289","Grammer Rockshelter [24B3-59]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6289","Grammer Rockshelter [24B3-59]","","Illinois","34174","illinois"
"6289","Grammer Rockshelter [24B3-59]","","Mobilian Jargon","32577","mobilian-jargon"
"6290","Cypress Land [11GE119]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6290","Cypress Land [11GE119]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6290","Cypress Land [11GE119]","","Illinois","34174","illinois"
"6291","Kincaid","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6291","Kincaid","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6291","Kincaid","","Chickasaw","34323","chickasaw-2"
"6291","Kincaid","","Illinois","34174","illinois"
"6291","Kincaid","","Mobilian Jargon","32577","mobilian-jargon"
"6292","Hotel Plaza [11LS36]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6292","Hotel Plaza [11LS36]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6292","Hotel Plaza [11LS36]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6292","Hotel Plaza [11LS36]","","Illinois","34174","illinois"
"6293","Gamble [11LW10]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6293","Gamble [11LW10]","","Miami","34835","miami-2"
"6293","Gamble [11LW10]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6294","Riebling #1 [11MO309]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6294","Riebling #1 [11MO309]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6294","Riebling #1 [11MO309]","","Illinois","34174","illinois"
"6295","Bluff Shadow [11MO562]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6295","Bluff Shadow [11MO562]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6295","Bluff Shadow [11MO562]","","Illinois","34174","illinois"
"6296","Robinson Reserve","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6296","Robinson Reserve","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6296","Robinson Reserve","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6296","Robinson Reserve","","Illinois","34174","illinois"
"6297","Albany","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6297","Albany","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6297","Albany","","Hooc<U+0105>k (Ho-Chunk)","34758","ho-chunk"
"6297","Albany","","Illinois","34174","illinois"
