FILINGPERIODNAME,REPORTTYPECODE,REPORTNAME,REGISTRANTTYPE,DATEFILED,AMENDEDDATE,COMMITTEE ID,REGISTRANTNAME,ELECTIONYEAR,BRANCH,FILINGYEAR,EXTENSION,COMMENTFLAG,ATTACHMENT,VIEWREPORTTYPE,CREATEDDATE,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,9/27/2021,0106325,Team Ellenson,,State Assembly  District No. 75,2020,,False,,1,2020-05-30T08:34:51.273,
September Report 2020,EB2,Committee Report,Independent Expenditure Committee,9/21/2020,,1100087,Wisconsin Right to Life Victory Fund,,,2020,,False,,1,2020-01-15T14:27:18.503,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,9/14/2021,0106287,Citizens for Andi Rich,,State Assembly  District No. 89,2020,,False,,1,2020-04-20T10:54:23.330,
September Report 2020,EB2,Committee Report,PAC,9/21/2020,,0500640,WI Right to Life PAC,,,2020,,False,,1,2020-01-15T13:57:01.117,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0104422,Friends of Van Wanggaard,,State Senate  District No. 21,2020,,False,,1,2019-10-05T09:51:28.080,
September Report 2020,EB2,Committee Report,Political Party,9/21/2020,9/22/2020,0300092,Republican Party of Kenosha County,,,2020,,False,,1,2020-03-15T18:11:10.730,
September Report 2020,EB2,Committee Report,PAC,9/21/2020,,0501593,Wisconsin Right to Life Federal PAC,,,2020,,False,,1,2020-01-15T14:01:11.910,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0105572,Vorpagel for Assembly,,State Assembly  District No. 27,2020,,False,,1,2020-01-11T10:00:21.490,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0104860,Citizens for Dale Kooyenga,,State Senate  District No. 05,2020,,False,a9cd75a7-3016-4b98-bf3f-4fb8156b65a3921202091957PM.pdf,1,2020-02-04T20:19:34.530,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0100881,Friends of Tim Carpenter,,State Senate  District No. 03,2020,,False,,1,2020-01-15T12:34:28.470,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0106178,Bonnie Lee for Wisconsin,,State Assembly  District No. 14,2020,,False,,1,2020-01-20T11:06:21.443,
September Report 2020,EB2,Committee Report,Political Party,9/21/2020,,0300136,Republican Party of Ozaukee County,,,2020,,False,,1,2020-07-12T16:50:17.350,
September Report 2020,EB2A,Committee Report - No Activity,State Candidate,9/21/2020,,0105776,Wetzsteon For District Attorney,,Marathon County District Attorney,2020,,True,,1,2020-06-05T15:52:36.373,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0106190,Kristina for Assembly,,State Assembly  District No. 90,2020,,False,,1,2020-02-20T09:11:38.450,
September Report 2020,EB2,Committee Report,PAC,9/21/2020,,0500140,Prof Firefighters of WI PAC,,,2020,,False,,1,2020-07-13T15:52:14.210,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0105960,Bolen for Wisconsin,,State Assembly  District No. 74,2020,,False,,1,2020-05-04T09:48:45.500,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,1/22/2022,0105957,Kriss Marion for SW Wisconsin,,State Assembly  District No. 51,2020,,False,,1,2020-05-01T20:46:52.823,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,8/27/2021,0106171,Friends of Jessica Katzenmeyer,,State Assembly  District No. 15,2020,,False,,1,2020-04-12T11:10:57.383,
September Report 2020,EB2,Committee Report,Political Party,9/21/2020,,0300148,Price County Democratic  Party,,,2020,,False,,1,2020-07-13T09:45:01.750,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,8/5/2022,0104170,Comm to Elect Lena C. Taylor,,State Senate  District No. 04,2020,,False,,1,2020-05-18T09:24:10.150,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0105273,Friends of Swearingen,,State Assembly  District No. 34,2020,,False,,1,2020-05-18T20:48:44.477,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0104939,Friends of Kathy Bernier,,State Senate  District No. 23,2020,,False,,1,2020-07-08T21:29:27.870,
Fall Pre-Primary 2020,EB2,Committee Report,State Candidate,9/21/2020,1/18/2022,0105535,Bowen 4 Action,2020,State Assembly  District No. 10,2020,,False,,1,2020-05-28T23:43:00.190,
September Report 2020,EB2,Committee Report,Political Party,9/21/2020,,0300168,Republican Party of Rock County,,,2020,,False,,1,2020-02-05T17:21:23.590,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0105466,Friends of Lisa Subeck,,State Assembly  District No. 78,2020,,False,,1,2020-04-15T09:39:01.350,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0105206,Friends of Devin LeMahieu,,State Senate  District No. 09,2020,,False,,1,2020-07-03T19:36:28.463,
September Report 2020,EB2,Committee Report,Political Party,9/21/2020,,0300048,Democratic Party-St Croix Co,,,2020,,False,,1,2020-01-05T09:32:28.277,
July Continuing 2020,EB2,Committee Report,State Candidate,9/21/2020,1/18/2022,0105535,Bowen 4 Action,,State Assembly  District No. 10,2020,,False,,1,2020-05-28T23:43:00.190,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,10/26/2020,0105334,Goyke For Assembly,,State Assembly  District No. 18,2020,,False,,1,2020-04-16T14:30:36.883,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,9/11/2021,0105504,Meyers for Assembly,,State Assembly  District No. 74,2020,,False,,1,2020-04-26T11:07:23.117,
September Report 2020,EB2,Committee Report,Political Party,9/22/2020,,0300087,Jackson County Democratic Party,,,2020,,False,14de6479-fe7e-44f4-a9bd-7f8949008e59922202015209AM.pdf,1,2020-07-13T21:54:43.223,
September Report 2020,EB2A,Committee Report - No Activity,State Candidate,9/22/2020,,0105456,Amanda For Assembly,,State Assembly  District No. 57,2020,,False,,0,2020-09-22T05:42:38.910,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0104400,Petersen- Republican for 40th Assembly,,State Assembly  District No. 40,2020,,False,,1,2020-04-15T18:56:21.310,
September Report 2020,EB2,Committee Report,Political Party,9/22/2020,7/10/2023,0300032,Democratic Party of Dane County,,,2020,,False,,1,2020-03-28T11:56:40.203,
September Report 2020,EB2,Committee Report,PAC,9/22/2020,9/22/2020,0500394,WI Laborers District Council,,,2020,,False,,1,2017-12-07T10:03:07.647,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,5/16/2021,0106301,Arndt for Assembly,,State Assembly  District No. 42,2020,,False,253dd406-f86d-4e2b-9e87-9d3786b8e1c3922202073649AM.pdf,1,2020-08-14T14:00:18.230,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0106221,Friends for Bartz,,State Assembly  District No. 41,2020,,False,,0,2020-04-07T14:51:22.853,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,5/4/2021,0103849,Friends of Sam's Kerkman Klub,,State Assembly  District No. 61,2020,,False,,1,2020-04-18T18:31:34.963,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,8/25/2021,0105585,Friends of Terry Katsma,,State Assembly  District No. 26,2020,,False,,1,2020-04-06T11:01:46.617,
September Report 2020,EB10,Conduit Report,Conduit,9/22/2020,,0900054,Wisconsin HMOs - Conduit ,,,2020,,False,,1,2019-01-08T11:08:55.803,
September Report 2020,EB2A,Committee Report - No Activity,PAC,9/22/2020,,0501401,Wisconsin Progress PAC,,,2020,,False,,1,2020-03-30T11:18:24.710,
September Report 2020,EB10A,Conduit Report - No Activity,Conduit,9/22/2020,,0900223,Wisconsin Progress Conduit ,,,2020,,False,,1,2020-02-26T18:32:40.847,
September Report 2020,EB10,Conduit Report,Conduit,9/22/2020,,0900141,WEAC Can Do It ,,,2020,,False,,1,2020-03-31T08:20:55.590,
September Report 2020,EB10,Conduit Report,Conduit,9/22/2020,,0900160,Outdoor Advertising Association of WI Conduit ,,,2020,,False,,1,2020-01-13T12:27:07.727,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0104815,Taxpayers for Marklein,,State Senate  District No. 17,2020,,False,,1,2018-07-12T07:25:52.810,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,10/25/2020,0106030,Oldenburg for Assembly,,State Assembly  District No. 96,2020,,False,,1,2020-04-16T19:04:14.097,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,1/7/2022,0105374,Friends of Katrina Shankland,,State Assembly  District No. 71,2020,,False,,1,2020-01-13T18:12:33.650,
September Report 2020,EB2,Committee Report,PAC,9/22/2020,,0500195,WHCA-WiCAL PAC,,,2020,,False,,1,2020-07-15T15:22:55.353,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0106018,Snodgrass for Assembly,,State Assembly  District No. 57,2020,,False,,1,2020-07-14T08:34:51.610,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,4/19/2021,0103120,Friends of Donna Rozar,,State Assembly  District No. 69,2020,,False,,1,2020-04-09T09:11:37.380,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0103195,Warren Petryk For Assembly,,State Assembly  District No. 93,2020,,False,,1,2020-05-27T08:39:57.660,
September Report 2020,EB2,Committee Report,PAC,9/22/2020,,0500070,Wisconsin Hospitals PAC,,,2020,,False,,1,2020-07-31T10:42:59.750,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0105462,Ken Skowronski for Assembly,,State Assembly  District No. 82,2020,,False,,0,2019-12-18T10:46:46.007,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0105080,Friends of Dave Craig,,State Senate  District No. 28,2020,,False,,1,2020-01-12T09:24:29.973,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,8/12/2023,0106213,Armstrong for State Assembly,,State Assembly  District No. 75,2020,,False,,1,2020-03-26T12:19:09.117,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0106162,Friends of Deb Andraca,,State Assembly  District No. 23,2020,,False,,1,2019-11-27T09:09:54.353,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0106307,Croft for Wisconsin,,State Senate  District No. 28,2020,,False,,0,2020-05-20T14:12:53.700,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,9/9/2021,0103116,Friends of Fritz,,State Assembly  District No. 19,2020,,False,fd4bfc7f-13ef-4472-a98a-e714790751e99222020102207AM.pdf,1,2020-09-19T13:33:12.080,
September Report 2020,EB10,Conduit Report,Conduit,9/22/2020,,0900066,WDA Direct Giver Program ,,,2020,,False,,1,2020-08-04T09:48:56.147,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0105919,Friends of Greta Neubauer,,State Assembly  District No. 66,2020,,False,,1,2019-10-25T13:37:59.557,
September Report 2020,EB2,Committee Report,PAC,9/22/2020,,0501429,Wisconsin Emergency Medicine PAC,,,2020,,False,,1,2020-07-14T19:29:01.550,
September Report 2020,EB10,Conduit Report,Conduit,9/22/2020,,0900061,Wisconsin Hospitals Conduit ,,,2020,,False,,1,2019-03-25T14:13:43.900,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0104274,Jason Fields for 11th Assembly,,State Assembly  District No. 11,2020,,False,,0,2020-07-14T14:31:43.043,
September Report 2020,EB2,Committee Report,Political Party,9/22/2020,,0300020,Calumet Co Democratic Party,,,2020,,False,,1,2020-01-24T20:29:51.737,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,11/13/2021,0105217,Citizens for Rob Hutton,,State Assembly  District No. 13,2020,,False,,1,2020-05-21T14:02:05.420,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,10/23/2020,0105355,Macco for Wisconsin,,State Assembly  District No. 88,2020,,False,,1,2020-07-15T09:57:56.293,
September Report 2020,EB2,Committee Report,PAC,9/22/2020,,0500014,A. O. Smith Political Action,,,2020,,False,,1,2020-01-13T14:36:52.503,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,1/12/2021,0105594,Friends of Eric Wimberger,,State Senate  District No. 30,2020,,False,,1,2019-07-15T12:36:26.630,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,8/27/2021,0106256,David Dahlke,,State Assembly  District No. 81,2020,,False,,0,2020-09-22T11:20:52.370,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,10/26/2020,0105545,Perry for Wisconsin,,State Assembly  District No. 97,2020,,False,,0,2020-04-20T07:11:25.390,
September Report 2020,EB2A,Committee Report - No Activity,PAC,9/22/2020,10/19/2020,0501698,Wisconsin Working Families Party PAC,,,2020,,False,,1,2020-01-17T10:59:38.577,
September Report 2020,EB2,Committee Report,Political Party,9/22/2020,,0300039,La Crosse County Democratic Party,,,2020,,False,,1,2020-01-10T09:57:23.750,
September Report 2020,EB2A,Committee Report - No Activity,Independent Expenditure Committee,9/22/2020,,1100085,Wisconsin Working Families Party Independent Expenditure Committee,,,2020,,False,,1,2020-09-22T11:23:41.427,
September Report 2020,EB2,Committee Report,Independent Expenditure Committee,9/22/2020,,1100110,LBC Political Fund,,,2020,,False,,1,2019-07-09T20:37:37.317,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0103112,Scott Fitzgerald for Senate,,State Senate  District No. 13,2020,,False,,1,2020-01-12T21:04:03.907,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0106148,Friends of Sarah for Assembly,,State Assembly  District No. 30,2020,,False,,1,2019-10-10T06:44:57.107,
September Report 2020,EB2,Committee Report,PAC,9/22/2020,,0501383,Wisconsin Physician Assistants PAC,,,2020,,False,,1,2020-07-15T16:23:22.643,
September Report 2020,EB2,Committee Report,PAC,9/22/2020,,0501202,SEIU Local 1  WI Workers Fund,,,2020,,False,,1,2020-01-15T09:07:30.693,
September Report 2020,EB2,Committee Report,PAC,9/22/2020,9/16/2021,0500181,WI Bankers Assn PAC,,,2020,,False,,1,2020-09-19T11:14:59.557,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0106151,Asbury For Assembly,,State Assembly  District No. 55,2020,,False,,1,2019-10-28T12:16:37.230,
September Report 2020,EB2,Committee Report,PAC,9/22/2020,8/24/2021,0500189,WEAC PAC,,,2020,,False,,1,2020-03-31T08:19:03.917,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,11/8/2022,0106274,Friends of Kim Delorit Jensen,,State Assembly  District No. 01,2020,,False,,1,2020-05-05T09:22:48.807,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,10/26/2020,0106099,Elect Mindy Tempelis,,Outagamie County District Attorney,2020,,False,,1,2019-10-02T15:53:31.500,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0106042,Dittrich for the 38th Assembly DIstrict,,State Assembly  District No. 38,2020,,False,,1,2020-06-02T11:07:17.370,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0103851,Kapanke for Senate,,State Senate  District No. 32,2020,,False,,1,2020-07-14T21:31:29.487,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0105992,Plumer for Assembly,,State Assembly  District No. 42,2020,,False,,1,2020-05-09T08:49:22.573,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,9/11/2021,0106286,Julie Schroeder For State Assembly,,State Assembly  District No. 52,2020,,False,,1,2020-05-07T20:25:41.940,
September Report 2020,EB10,Conduit Report,Conduit,9/22/2020,,0900026,The Northwestern Mutual Life Insurance Company Individual Political Contribution Account ,,,2020,,False,,1,2019-12-13T15:30:22.380,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0105023,Sanchez For A Better Tomorrow,,State Assembly  District No. 08,2020,,False,,1,2020-05-08T08:56:32.453,
September Report 2020,EB2,Committee Report,PAC,9/22/2020,,0500133,The Northwestern Mutual Life Insurance Company Political Action Committee,,,2020,,False,,1,2019-12-13T15:34:43.403,
September Report 2020,EB2,Committee Report,PAC,9/22/2020,9/29/2021,0500487,LeadingAge WI PAC,,,2020,,False,,1,2020-05-28T08:51:26.613,
September Report 2020,EB2,Committee Report,PAC,9/22/2020,10/19/2022,0501694,Next WI,,,2020,,True,,1,2020-01-10T09:54:22.477,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,1/14/2021,0103368,Pfaff for State Senate,,State Senate  District No. 32,2020,,True,,1,2020-04-26T20:27:36.863,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,9/22/2020,0106357,Roth for Judge,,Milwaukee County Circuit Court  Branch 30,2020,,False,,1,2020-08-20T10:28:10.733,
September Report 2020,EB2,Committee Report,PAC,9/22/2020,5/21/2021,0500330,Local 400 COPE Fund,,,2020,,False,,1,2019-12-24T07:39:38.027,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0106320,Jay Schroeder for Assembly,,State Assembly  District No. 55,2020,,False,,1,2020-05-28T12:36:18.767,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,1/13/2021,0106254,JoAnna for Wisconsin,,State Assembly  District No. 08,2020,,False,,1,2020-04-21T14:36:02.200,
September Report 2020,EB2,Committee Report,PAC,9/22/2020,,0500506,REALTORS Assn of SC WI PAC,,,2020,,False,,1,2020-03-27T15:43:09.310,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0106289,Murphy for Wisconsin,,State Senate  District No. 28,2020,,False,,0,2020-05-11T14:01:18.260,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,5/6/2021,0105238,Friends of La Tonya Johnson,,State Senate  District No. 06,2020,,False,,1,2020-07-15T13:26:39.577,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0104063,Edming for Assembly - A Bright Future for Wisconsin,,State Assembly  District No. 87,2020,,False,,1,2020-05-21T14:55:02.883,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,10/22/2020,0104283,Friends & Neighbors of Robin Vos,,State Assembly  District No. 63,2020,,False,,1,2020-05-27T09:03:30.237,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,10/2/2020,0104291,Citizens for Janis Ringhand,,State Senate  District No. 15,2020,,False,,1,2020-07-15T08:37:37.893,
September Report 2020,EB2,Committee Report,Political Party,9/22/2020,,0300322,Barron County Republican Party,,,2020,,False,,1,2020-06-24T14:42:34.090,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0105714,Zimmerman for Wisconsin,,State Assembly  District No. 30,2020,,False,,1,2020-05-20T12:07:13.350,
September Report 2020,EB2A,Committee Report - No Activity,Independent Expenditure Committee,9/22/2020,,1100102,Wisconsin Leadership Committee,,,2020,,False,,1,2020-02-20T16:12:21.030,
September Report 2020,EB2,Committee Report,Political Party,9/22/2020,10/8/2020,0300173,Republican Party of Wisconsin,,,2020,,False,,1,2020-01-10T15:09:22.107,
September Report 2020,EB2,Committee Report,State Candidate,9/22/2020,,0105709,Friends of Jimmy Anderson,,State Assembly  District No. 47,2020,,False,,1,2020-04-22T12:18:57.947,
